baseMean	log2FoldChange	lfcSE	pvalue	padj
MamRep1527	34.7467261555055	-0.150195630137164	0.255685177235264	0.112723172788624	0.79644382645533
L1P4	152.563603586177	0.195809772715259	0.193718649689876	0.116962248033465	0.8039735107543
MER5C	76.809972213549	-0.063719224679915	0.220658464209854	0.11682450318921	0.8039735107543
AluYc	276.455612964105	-0.177903943249659	0.152381007938823	0.11943882945727	0.808365965579063
L1MCa	292.876347014131	0.175224100098267	0.147498067773724	0.119884783030793	0.808365965579063
AluYk3	82.4279087862124	-0.185936023966307	0.233473413253012	0.1266056043959	0.823264830049959
L1M6B	305.945387512739	0.174653218568206	0.150085918160569	0.123929365601594	0.823264830049959
L1MB3	1337.14996407619	0.116427892672214	0.0835675138918361	0.127908377550135	0.823264830049959
L1P2	211.241647368924	0.181910200700757	0.168337475423975	0.127108321283565	0.823264830049959
LTR15	22.1794371555623	0.117189670977607	0.240288645036537	0.127487046931575	0.823264830049959
MLT1G1	119.507835825622	0.188846137456072	0.209816715822531	0.129576488130178	0.826487870235731
MER61A	46.561913316512	-0.157066735161795	0.248455979036901	0.131768251454661	0.83296358955268
L2-1_AMi	45.7169841220655	0.153746491331699	0.247881284221236	0.134221418178965	0.833585649743046
LTR10C	71.145341978548	0.176729907439588	0.238141357512948	0.13384291139074	0.833585649743046
Charlie1a	602.312936462505	0.144021154979888	0.116528378135292	0.140939266859548	0.857158803461675
Kanga1d	24.9296204822835	-0.111858369712591	0.236234955778837	0.140550247095705	0.857158803461675
Tigger3b	501.746251481871	0.145819738092861	0.118834187872394	0.14164912430087	0.857158803461675
LTR52	44.3005351025484	0.150052782127241	0.243422583567982	0.144078265238887	0.864469591433324
AluSq4	139.489572450127	-0.176024850882545	0.20360133613558	0.148707158174946	0.884745109141695
AluSz	9576.55413003762	-0.0796713435688413	0.0577635728590064	0.154599842720711	0.890902124801169
ERVL-B4-int	165.845530308324	0.171516154730297	0.184797630430931	0.155953917341919	0.890902124801169
HERVL74-int	54.3014580384703	-0.152753988094373	0.237498625211869	0.153417827437931	0.890902124801169
MLT1D-int	23.6411901478522	-0.11008478998473	0.233378761705114	0.157292041808116	0.890902124801169
MLT1F2	326.458842889269	0.157509421517429	0.145505231356449	0.15686223357697	0.890902124801169
SVA_A	252.779531068702	-0.163615743686514	0.15558141356845	0.152399155392264	0.890902124801169
L1PA8A	177.457667626773	-0.167556997100845	0.177196598376838	0.15999223038003	0.891925189835128
LTR16D	17.2624585195583	-0.0938269098446529	0.228346134842821	0.158948072152802	0.891925189835128
LTR79	118.850691328994	-0.168475408593429	0.202752671130224	0.161887353720209	0.895439425264908
MamTip2	217.3202956563	0.164926534800528	0.171960963550682	0.163710483159177	0.898504047106179
HERVK14-int	24.192799744442	0.109143260442584	0.232188118099745	0.165195625563229	0.899622650617887
LTR22B	17.7398409847633	-0.0935799197331568	0.227485027588112	0.167495851404742	0.899622650617887
MER34A	58.0331428092919	-0.148391057848013	0.230783747310178	0.168996910356185	0.899622650617887
MSTA	801.963749006938	-0.12129892231696	0.10042472366653	0.168717885335036	0.899622650617887
AluSq10	124.944767119877	-0.162136010063073	0.195932185255231	0.174862742280466	0.907623621333409
AluSx4	884.473470303963	-0.115699792360077	0.0954812318760255	0.172881447010283	0.907623621333409
L1MC	274.356165577359	0.15268545988322	0.151009217283735	0.175627734636549	0.907623621333409
Tigger16a	118.537463317142	-0.161745625886617	0.198409358976645	0.175235350450071	0.907623621333409
MLT1K	541.403690650732	0.130124805216095	0.115265143595404	0.180075076884064	0.923863437926939
Charlie18a	196.106215277378	0.153623289362324	0.170108314447984	0.190125706453262	0.935952923721498
ERV3-16A3_I-int	376.708449409872	0.145376687002274	0.142859760570787	0.185226517816136	0.935952923721498
HUERS-P3-int	101.541420867188	0.155004585595558	0.204092437661406	0.187879794638793	0.935952923721498
L1MB2	528.082728287339	-0.125868009928999	0.114248650070925	0.191685273926013	0.935952923721498
MLT1E2	213.866102220518	0.151980504491706	0.160357317224872	0.186712023457344	0.935952923721498
MLT1I-int	23.9815209998068	-0.0982314072884087	0.226361499114218	0.190380828973523	0.935952923721498
MSTC	207.102541007884	0.152475202668244	0.162351760058701	0.187166533079604	0.935952923721498
Charlie13b	28.8025330854721	-0.103744490749463	0.22619625967554	0.198331086746558	0.942776704081893
LTR16A2	43.2309179435891	0.12421695191222	0.226857632783275	0.198370312887791	0.942776704081893
MER54A	41.6758444114451	0.123703945420137	0.227202032445155	0.197476453934841	0.942776704081893
Tigger2b_Pri	112.116044563571	-0.150471193322855	0.198206760222314	0.198409221621754	0.942776704081893
Tigger2a	136.195257739152	-0.149608964602437	0.186368628971558	0.20281255162347	0.957275243662779
AluSq	1588.88052763173	-0.0838626161713022	0.0791588694608965	0.251233314015509	0.971879112305537
AluSx	10670.1230182387	-0.0634799470580616	0.0561027848070751	0.239393047176429	0.971879112305537
AluYf1	160.741925174106	-0.127511113830797	0.171564434370776	0.2635604372354	0.971879112305537
CR1-3_Croc	32.6899456030107	-0.104992124319451	0.223436995632664	0.217532714505915	0.971879112305537
Charlie5	132.393527765594	0.137674274694569	0.183342458146511	0.234860972881161	0.971879112305537
Charlie8	228.609707532906	0.139376487939966	0.154150881427846	0.216588670897963	0.971879112305537
Cheshire	82.8371952001703	-0.133684792914717	0.204842741288327	0.230776851064009	0.971879112305537
FLAM_A	1121.36770428888	-0.0928070756940384	0.0878256291483764	0.243659422481462	0.971879112305537
HAL1ME	582.678682412333	0.108058656477763	0.112900031466707	0.256156955076396	0.971879112305537
HERV16-int	34.109476545118	0.106516413685994	0.222421044701558	0.223728358779677	0.971879112305537
HERVFH21-int	116.684138022306	0.13262820911843	0.188298406022136	0.248199342897535	0.971879112305537
Kanga1c	76.9705674752085	0.129448279902826	0.207197135379462	0.237704645783617	0.971879112305537
L1M2a	30.9532790344861	-0.0942987655172442	0.21829547777601	0.252153361179423	0.971879112305537
L1MB5	745.995607353524	0.0995872454897265	0.10015299367469	0.259073324434688	0.971879112305537
L1ME3E	252.931095963496	0.133306337317739	0.152279516455684	0.23389109376504	0.971879112305537
L1P3	197.505072387624	0.134374175319738	0.160547026603266	0.237528746438443	0.971879112305537
L1PA4	1728.56696501326	0.0840702390640299	0.0790975429787937	0.250214546247215	0.971879112305537
LOR1a	32.6546652898917	-0.102914703225874	0.223036078336294	0.219889192040196	0.971879112305537
LTR10G	18.4007644235381	0.0817591054303156	0.220973084262097	0.216259643212084	0.971879112305537
LTR19A	42.8949306183048	0.118686995934103	0.223265601092402	0.214940683787107	0.971879112305537
LTR1A1	19.2349455902701	-0.0766882213490721	0.217383459911681	0.255019111286188	0.971879112305537
LTR32	42.747111740053	-0.104474823071432	0.216267145399497	0.256265622981852	0.971879112305537
LTR33	297.659218575656	0.124775612013757	0.138715422108164	0.246382792387272	0.971879112305537
LTR52-int	33.9355506676002	0.100726037779273	0.219244632279701	0.2453088353033	0.971879112305537
LTR54	33.8738550617887	-0.108450012604813	0.224111465997376	0.213728750338213	0.971879112305537
LTR88a	29.420152651555	0.0941171549180774	0.219818214756829	0.242911464503329	0.971879112305537
LTR8B	74.3431120269047	-0.119124267469515	0.20524061353568	0.262385514306433	0.971879112305537
MER105	96.3265907742474	-0.142810610244955	0.204632949150653	0.210412916239112	0.971879112305537
MER2	1113.69954531092	-0.102959133443216	0.10191399785544	0.247062456813839	0.971879112305537
MER39B	63.6733175484225	0.116068457936626	0.216886790586061	0.239804029857756	0.971879112305537
MER41-int	148.120124308009	0.147074745292416	0.181111475101603	0.209861824334729	0.971879112305537
MER4D1	77.160077637901	0.122044615855281	0.20207158346555	0.262513157121437	0.971879112305537
MER57F	77.6023974459476	0.128268057334982	0.206282752105248	0.241948825840378	0.971879112305537
MER58B	575.104696121527	-0.11869952978249	0.118121471463314	0.227443131651254	0.971879112305537
MER5B	1595.44972193017	0.076583745171443	0.219002121209187	0.239075129817912	0.971879112305537
MER63B	95.6133965182561	0.132190630358135	0.199789231614271	0.253887311327164	0.971879112305537
MER90	66.8528724827985	0.11871289582027	0.207021173678045	0.261412464269951	0.971879112305537
MER9a1	17.2383767277535	0.0755073356582891	0.218040981308909	0.245630493878526	0.971879112305537
MLT1G3	123.016067180499	0.127801648927978	0.185424635223985	0.26234815860008	0.971879112305537
THE1D	478.597956230665	0.12167240673894	0.120872070810587	0.223863413028126	0.971879112305537
Tigger17c	43.8606677026675	-0.104808966546463	0.215537505123523	0.259235930039071	0.971879112305537
X7B_LINE	34.2678316652169	-0.0996600669290155	0.220580472109375	0.235590344152687	0.971879112305537
MER58C	210.072324566916	-0.124036890466125	0.156356559340918	0.267943318287262	0.974686514150193
MER68	73.959031464451	-0.118775144403884	0.202534622131205	0.268451794151536	0.974686514150193
MER91C	79.6214541491208	-0.119684927613808	0.202575000413943	0.265834042826221	0.974686514150193
Charlie10	73.9673335542773	-0.116976662104233	0.20231427965096	0.273320561414702	0.977328068088935
L1MA10	139.656774393172	0.125026198077434	0.177267642941276	0.272530366944706	0.977328068088935
MER91B	92.7897168984885	0.121647641591315	0.196993527904286	0.270594546225304	0.977328068088935
MER2B	103.80492785365	-0.121347360044995	0.189338035995765	0.277704678673243	0.988014635681687
Alu	184.765981173314	-0.00434097066883813	0.147218749252138	0.961870964758097	0.992927235930486
AluJb	12858.1918425446	-0.0226542286818831	0.0534865025339633	0.660662967942108	0.992927235930486
AluJr	8875.23985960766	-0.0340806094381622	0.0566029001857595	0.531066598173915	0.992927235930486
AluSc5	566.827959030518	-0.00984263933988171	0.107178596365848	0.914030695574335	0.992927235930486
AluSc	2736.53533748763	0.00524390218082214	0.0685529475496091	0.936586269745984	0.992927235930486
AluSg4	649.529406912262	-0.0931711515994602	0.104627840739726	0.304369639529749	0.992927235930486
AluSg7	803.783925602461	-0.086931231154922	0.0970336021022259	0.310443602873346	0.992927235930486
AluSg	4132.44065797715	-0.0969163857229848	0.118711753346418	0.32419559777437	0.992927235930486
AluSx3	3047.59735580505	0.0590904931888304	0.134702531030246	0.571832051691054	0.992927235930486
AluSz6	4277.4800740032	-0.0095304407354485	0.0621978650158407	0.871946278942694	0.992927235930486
AluYa5	229.702584420666	-0.0851297808472357	0.153571473160245	0.433578129584887	0.992927235930486
AluYc3	42.255461597953	0.00879180298877959	0.188087789088396	0.918301299837107	0.992927235930486
AluYe5	94.5867755387464	-0.091294704604845	0.182942980332824	0.391463385162744	0.992927235930486
AluYg6	35.9889930064081	-0.0179717246911221	0.19083097250106	0.823297518495263	0.992927235930486
AluYh3	159.463181335905	-0.0066987111433108	0.154500698431814	0.947602310890966	0.992927235930486
AluYh3a3	44.2696118438554	-0.0849368717790202	0.204715232334886	0.352758628389156	0.992927235930486
AluYk11	51.784662803804	0.0052187244901233	0.183217132508396	0.960065669057278	0.992927235930486
AluYk2	41.4791978556316	-0.0190208443465836	0.188194872569638	0.821422516205132	0.992927235930486
AluYk4	82.1110622159346	0.0424979374116669	0.175294278360868	0.673004442344673	0.992927235930486
AluYm1	324.8486660115	-0.0480098587685949	0.127918344463818	0.636431883236307	0.992927235930486
AmnSINE1	103.216505920825	-0.00718318476602043	0.164828493258793	0.942706457063177	0.992927235930486
Arthur1	59.5005142995258	0.0931035381952753	0.199184330867628	0.350425856989417	0.992927235930486
Arthur1A	32.0578698670609	0.0118729595556908	0.194445030545943	0.875437305340873	0.992927235930486
Arthur1B	85.5007186186159	0.0331867245131944	0.173087899754556	0.742081040931041	0.992927235930486
Arthur1C	18.6231757058477	-0.0263743904727617	0.201656765738297	0.672780624100034	0.992927235930486
BLACKJACK	54.8780125396749	-0.0684301278832097	0.192605648666438	0.467936476716607	0.992927235930486
CR1_Mam	125.601129376021	-0.0454905052167983	0.163661109242877	0.663607763260174	0.992927235930486
Charlie12	42.4609515352205	-0.0103923630662402	0.187928132019886	0.900212560238514	0.992927235930486
Charlie13a	34.1825328704506	0.0227949399555502	0.192620831347102	0.776437476226292	0.992927235930486
Charlie15a	242.663424610902	0.0255936390829952	0.137003873139713	0.8069439620012	0.992927235930486
Charlie15b	96.2684235290175	0.0103585980447094	0.174286835160306	0.917172360180452	0.992927235930486
Charlie16a	109.272013533308	-0.0462902888608256	0.168570775597619	0.653631938918208	0.992927235930486
Charlie17	83.0880259308616	-0.112814580326934	0.19746125999333	0.293025480472165	0.992927235930486
Charlie17a	44.3768541857806	0.0143092054550528	0.18828658935891	0.867217279729607	0.992927235930486
Charlie19a	75.0167379008605	-0.040906397816645	0.177921510852871	0.675951209120283	0.992927235930486
Charlie1	192.865744736551	-0.0196484719638666	0.148125476259028	0.846245621248176	0.992927235930486
Charlie20a	35.6041634220677	-0.0355795519610543	0.194077300054861	0.658724160283537	0.992927235930486
Charlie21a	27.725998243091	0.0689407111085672	0.207869680981113	0.374253567444433	0.992927235930486
Charlie22a	65.6073960906267	0.0327999542143494	0.180754417210135	0.731582984297247	0.992927235930486
Charlie23a	48.9183569330525	0.0211407366332857	0.187571281220594	0.808234720748298	0.992927235930486
Charlie24	93.3210195898123	0.0703156043362929	0.179273960026991	0.498077787498321	0.992927235930486
Charlie25	40.9913090723146	-0.0720239114486809	0.203682685121252	0.396460674948487	0.992927235930486
Charlie29a	69.9913271725842	0.0193001738788588	0.178172908200588	0.840992874074703	0.992927235930486
Charlie2a	129.814112938013	0.0616537426143846	0.16415352920885	0.564068147966697	0.992927235930486
Charlie2b	146.971562506921	0.104814121136518	0.168405059151848	0.347371375090539	0.992927235930486
Charlie30a	24.200409631066	0.0042762405549405	0.196042719056739	0.953732048858039	0.992927235930486
Charlie3	27.6073296515593	-0.067364968315056	0.207377181852323	0.380323400913076	0.992927235930486
Charlie4a	151.90683818297	0.0488575057407481	0.156239372441487	0.647092673316799	0.992927235930486
Charlie4z	452.519164884457	-0.0364997879280782	0.11663603817014	0.705755764069765	0.992927235930486
Charlie7a	72.843863967324	-0.00917935571776823	0.17572950744749	0.922587267375189	0.992927235930486
Charlie9	62.9135643464181	-0.0452522848877259	0.184853877913847	0.628443879103402	0.992927235930486
ERV24B_Prim-int	19.2611608103661	-0.0126368320690986	0.199486246012333	0.841081996460858	0.992927235930486
ERV24_Prim-int	26.4726837824486	0.0532694955254805	0.203044122848018	0.477836228725567	0.992927235930486
ERV3-16A3_LTR	30.1684000925574	0.0543188320963851	0.200934022257328	0.492461182818994	0.992927235930486
ERVL-E-int	355.348061443952	0.0475203389245735	0.124427395383446	0.637864639028914	0.992927235930486
FAM	363.962266174025	-0.0579664887684543	0.124904413208086	0.563367832525606	0.992927235930486
FLAM_C	2400.99577735293	-0.0513225841323108	0.0731864652085883	0.453328508364011	0.992927235930486
FRAM	599.358846184157	-0.0512457022746977	0.106196913192338	0.575209616699991	0.992927235930486
FordPrefect	442.35310714295	0.0907029577132187	0.119219872927265	0.360320320302822	0.992927235930486
HAL1M8	227.192775254746	-0.089358830813178	0.147854448007603	0.408682744347654	0.992927235930486
HAL1b	215.665375614948	0.0329395289989062	0.143327447083334	0.755537817403443	0.992927235930486
HERV17-int	79.6439998622003	-0.0351413748079856	0.176427362360637	0.719567344918663	0.992927235930486
HERV3-int	33.9188323970244	0.087764653480539	0.213129269254034	0.296824684093946	0.992927235930486
HERV30-int	22.2988501131881	-0.0172386915271985	0.19788426739614	0.799720966410438	0.992927235930486
HERV9-int	32.5823292770115	-0.0583700462799743	0.20093553936041	0.469903952330963	0.992927235930486
HERVI-int	19.0040040362877	0.0167625823272375	0.199586783538572	0.797396232214944	0.992927235930486
HERVIP10B3-int	45.8467711233317	0.0269272919520484	0.187818215713967	0.758655728469826	0.992927235930486
HERVK11-int	57.2863511748728	0.0952726430114869	0.201562893389822	0.335979658587997	0.992927235930486
HERVK13-int	23.8115073926464	-0.0244384984968828	0.197749969586179	0.72853843613849	0.992927235930486
HERVK22-int	86.408566387818	-0.0986754401921091	0.18939851288089	0.351627248069731	0.992927235930486
HERVK3-int	117.35472826647	0.00561909514445086	0.162888532002695	0.957831524669839	0.992927235930486
HERVK9-int	373.905412671408	0.0506381405488736	0.121927620330273	0.611779969424218	0.992927235930486
HERVL-int	391.574858656649	0.0725388032529802	0.128453530639965	0.479186644855626	0.992927235930486
HERVL18-int	19.5199582819458	0.0336689028240486	0.20217805108504	0.607564654784812	0.992927235930486
HERVL40-int	173.350526204506	-0.0421244115208113	0.150908891757679	0.690189640215303	0.992927235930486
HERVP71A-int	28.1213727806795	0.0266400924578994	0.196203294001369	0.722806243656164	0.992927235930486
HERVS71-int	58.5769383910528	-0.0890741818587082	0.198336094607383	0.364378636352453	0.992927235930486
HSMAR1	73.537730762906	-0.0949343695141864	0.192970297317064	0.358912422175778	0.992927235930486
HSMAR2	163.588643237743	0.0175444726621013	0.150587680396874	0.867529222366771	0.992927235930486
HUERS-P1-int	39.8950068018103	0.0328662862339017	0.191873108753119	0.694520324118256	0.992927235930486
Harlequin-int	128.185982026798	-0.101979389004452	0.173270997601309	0.356132355733271	0.992927235930486
Helitron3Na_Mam	33.3639032238504	0.00496122348210524	0.193613340231483	0.949260702512711	0.992927235930486
Kanga11a	18.4856319619915	0.0237950648759903	0.201136912724072	0.708449271107877	0.992927235930486
Kanga1	29.1837540370889	-0.0125148108424934	0.194610488876528	0.864045435616176	0.992927235930486
Kanga1a	26.0763706762629	-0.06963808319854	0.209439189784319	0.354390296440138	0.992927235930486
Kanga2_a	68.3302021026007	-0.105645496496106	0.202695597642381	0.302081624380385	0.992927235930486
L1M1	472.868570279781	0.0370648720640482	0.113312342626494	0.698792462568324	0.992927235930486
L1M2	544.754431666176	0.0675163331360406	0.110521882474752	0.473741330462169	0.992927235930486
L1M2c	45.4322885957795	-0.034930883132657	0.188902682682939	0.689645038077546	0.992927235930486
L1M3	289.32805411979	-0.0254858023909634	0.134053027229469	0.803711820697225	0.992927235930486
L1M3c	36.9504197826976	0.0463089564857198	0.195903320591138	0.575663165674604	0.992927235930486
L1M3e	46.2631647674218	0.0204772115415772	0.186721593175099	0.816043506772754	0.992927235930486
L1M3f	106.025008004534	0.00941550340651408	0.166271684051645	0.925145872142461	0.992927235930486
L1M4	1500.63878112267	0.0801229468720055	0.0845153614913308	0.300199365616659	0.992927235930486
