Cobi_24_1_S54.k100.bam.T	Cobi_24_2_S55.k100.bam.T	UT_24_1_S52.k100.bam.C	UT_24_2_S53.k100.bam.C
HAL1ME	839.869183194602	796.241525407439	763.76828638484	807.807118437911
HAL1b	419.399643072973	397.011791219865	382.831746525404	451.421625009421
HERV-Fc1-int	18.1882498271442	17.7435437416699	25.5852899905592	24.6389970765376
HERV-Fc1_LTR1	7.48927934058881	3.32691445156312	1.89520666596735	6.1597492691344
HERV15-int	14.9785586811776	15.5256007739612	15.1616533277388	11.4395343569639
HERV16-int	103.780013719588	76.5190323859516	69.1750433078081	64.2373852352588
HERV17-int	201.140645147242	180.762351868263	205.629923257457	165.433266085324
HERV1_I-int	6.41938229193326	3.32691445156312	8.52842999685305	8.79964181304914
HERV1_LTRa	0	7.7628003869806	0.947603332983673	3.51985672521966
HERV1_LTRb	4.27958819462217	4.43588593541749	0	1.75992836260983
HERV1_LTRc	2.13979409731109	4.43588593541749	4.73801666491836	2.63989254391474
HERV1_LTRe	3.20969114596663	1.10897148385437	0.947603332983673	0.879964181304914
HERV3-int	129.457542887321	104.243319482311	92.8651266323999	87.1164539491865
HERV30-int	20.3280439244553	25.5063441286506	24.6376866575755	28.1588538017573
HERV35I-int	40.6560878489107	45.4678308380292	48.3277699821673	37.8384597961113
HERV4_I-int	389.442525710618	455.787279864147	300.390256555824	285.988358924097
HERV9-int	92.0111461843768	100.916405030748	95.7079366313509	113.515379388334
HERV9N-int	75.9626904545436	104.243319482311	123.188433287877	76.5568837735276
HERV9NC-int	267.474262163886	297.204357672972	321.237529881465	286.868323105402
HERVE-int	265.334468066575	281.67875689901	191.415873262702	183.032549711422
HERVE_a-int	22.4678380217664	25.5063441286506	23.6900833245918	25.5189612578425
HERVFH19-int	50.2851612868106	53.2306312250098	45.4849599832163	40.4783523400261
HERVFH21-int	148.715689763121	134.185549546379	117.502813289975	115.275307750944
HERVH-int	6919.0242136554	7558.7496339514	34481.3900806099	35301.5230614093
HERVH48-int	100.570322573621	72.0831464505342	88.1271099674816	65.9973135978686
HERVI-int	46.0055730921884	33.2691445156312	31.2709099884612	30.798746345672
HERVIP10B3-int	450.426657483984	441.37065057404	433.054723173538	498.939690799886
HERVIP10F-int	257.845188725986	260.608298705777	967.50300297633	887.883858936659
HERVIP10FH-int	200.070748098587	175.217494448991	452.954393166196	446.141839921592
HERVK-int	351.996129007674	317.16584438235	206.577526590441	215.591224419704
HERVK11-int	82.3820727464769	69.8652034828254	60.6466133109551	62.4774568726489
HERVK11D-int	13.9086616325221	11.0897148385437	10.4236366628204	11.4395343569639
HERVK13-int	50.2851612868106	33.2691445156312	71.0702499737755	51.91788669699
HERVK14-int	120.898366498076	110.897148385437	77.7034733046612	75.6769195922226
HERVK14C-int	13.9086616325221	8.87177187083497	10.4236366628204	11.4395343569639
HERVK22-int	121.968263546732	143.057321417214	151.616533277388	114.395343569639
HERVK3-int	172.253424833543	187.416180771389	200.891906592539	216.471188601009
HERVK9-int	440.797584046084	426.954021283933	426.421499842653	406.54345176287
HERVKC4-int	12.8387645838665	7.7628003869806	11.3712399958041	7.03971345043932
HERVL-int	524.249553841216	568.902371217293	503.17736981433	447.901768284201
HERVL18-int	62.0540288220215	53.2306312250098	34.1137199874122	33.4386388895867
HERVL32-int	11.768867535211	13.3076578062525	8.52842999685305	6.1597492691344
HERVL40-int	197.930954001276	240.646811996399	231.215213248016	241.110185677547
HERVL66-int	25.677529167733	33.2691445156312	30.3233066554775	21.9991045326229
HERVL74-int	73.8228963572325	63.2113745796992	113.712399958041	92.396239037016
HERVP71A-int	42.7958819462217	46.5768023218836	51.1705799811183	35.1985672521966
HERVS71-int	80.2422786491658	67.6472605151167	74.8606633057101	70.3971345043932
HSMAR1	117.68867535211	115.333034320855	131.716863284731	154.873695909665
HSMAR2	324.17880574263	347.108074446418	291.861826558971	286.868323105402
HUERS-P1-int	87.7315579897546	72.0831464505342	70.1226466407918	78.3168121361374
HUERS-P2-int	17.1183527784887	25.5063441286506	16.1092566607224	14.0794269008786
HUERS-P3-int	170.113630736231	181.871323352117	143.088103280535	129.354734651822
HUERS-P3b-int	100.570322573621	130.858635094816	114.660003291024	128.474770470518
Harlequin-int	201.140645147242	204.050753029204	214.15835325431	219.991045326229
Helitron1Na_Mam	19.2581468757998	15.5256007739612	7.58082666386938	15.8393552634885
Helitron1Nb_Mam	27.8173232650441	33.2691445156312	25.5852899905592	17.5992836260983
Helitron3Na_Mam	78.1024845518547	89.8266901922041	82.4414899695795	76.5568837735276
Kanga11a	50.2851612868106	42.1409163864661	52.118183314102	51.91788669699
Kanga1	37.446396702944	63.2113745796992	53.0657866470857	49.2779941530752
Kanga1a	74.8927934058881	47.685773805738	69.1750433078081	65.9973135978686
Kanga1b	21.3979409731109	34.3781159994855	32.2185133214449	27.2788896204523
Kanga1c	84.521866843788	65.4293175474079	58.7514066449877	73.9169912296128
Kanga1d	44.9356760435328	25.5063441286506	37.9041333193469	44.8781732465506
Kanga2_a	133.737131081943	109.788176901583	148.773723278437	142.554197371396
L1HS	348.786437861707	302.749215092244	273.857363232281	223.510902051448
L1M1	1006.77312278487	923.773246050692	984.559862970036	1070.03644446678
L1M2	1253.9193410243	1267.55440604555	1229.98912621281	1326.98598540781
L1M2a1	7.48927934058881	12.1986863223981	8.52842999685305	13.1994627195737
L1M2a	216.11920382842	230.666068641709	299.442653222841	327.346675445428
L1M2b	21.3979409731109	21.0704581932331	11.3712399958041	14.0794269008786
L1M2c	55.6346465300883	62.1024030958448	72.0178533067591	65.9973135978686
L1M3	602.352038393071	543.396027088642	520.234229808036	645.893709077807
L1M3a	110.199396011521	106.46126245002	112.764796625057	126.714842107908
L1M3b	71.6831022599214	67.6472605151167	74.8606633057101	75.6769195922226
L1M3c	85.5917638924435	68.756231998971	80.5462833036122	64.2373852352588
L1M3d	42.7958819462217	35.4870874833399	44.5373566502326	38.7184239774162
L1M3de	14.9785586811776	13.3076578062525	14.2140499947551	25.5189612578425
L1M3e	59.9142347247105	57.6665171604273	73.9130599727265	55.4377434222096
L1M3f	120.898366498076	141.94834993336	110.86958995909	158.393552634885
L1M4	2897.28120775921	2702.5635061531	2347.21345580056	2835.24459216443
L1M4a1	293.151791331619	279.460813931302	219.843973252212	246.389970765376
L1M4a2	215.049306779764	174.108522965136	190.468269929718	178.632728804898
L1M4b	667.615758361059	637.658603216264	628.261009768175	599.255607468647
L1M4c	425.819025364906	422.518135348516	389.46496985629	407.423415944175
L1M5	5439.35659536478	4866.16687115298	4742.75468158328	5503.29598988093
L1M6	335.947673277841	285.005671350574	280.490586563167	287.748287286707
L1M6B	41.7259848975662	26.6153156125049	38.8517366523306	44.8781732465506
L1M7	277.103335601786	233.992983093272	272.909759899298	271.908932023219
L1M8	207.560027439175	175.217494448991	185.7302532648	196.232012430996
L1M	38.5162937515996	36.5960589671943	36.9565299863632	50.1579583343801
L1MA10	261.054879871953	310.512015479224	228.372403249065	278.948645473658
L1MA1	655.846890825848	592.190772378235	638.684646430995	630.054353814319
L1MA2	861.267124167713	804.00432579442	823.467296362812	848.285470777937
L1MA3	1254.98923807295	1303.04149352889	1320.95904617924	1405.30279754395
L1MA4	1039.93993129319	920.446331599129	979.821846305118	1122.83429534507
L1MA4A	1099.8541660179	1152.22137172469	905.908786332391	967.960599435406
L1MA5	530.66893613315	552.267798959477	501.282163148363	559.657219309926
L1MA5A	403.35118734314	352.65293186569	357.246456534845	362.545242697625
L1MA6	602.352038393071	557.812656378749	547.714726464563	674.932527060869
L1MA7	632.309155755426	573.33825715271	599.832909778665	651.173494165637
L1MA8	991.794564103689	928.209131986109	850.947793019338	1027.79816376414
L1MA9	1127.67148928294	1168.85594398251	1301.05937618658	1319.06630777607
L1MB1	498.572024673483	514.562768508428	421.683483177734	524.458652057729
L1MB2	1427.2426629065	1381.77846888255	1317.16863284731	1473.06003950443
L1MB3	2914.3995605377	2855.60157092501	2637.18007569356	2800.92598909354
L1MB4	1417.6135894686	1467.16927313933	1349.38714616875	1564.57631436014
L1MB5	1623.03382281046	1562.54082075081	1437.51425613623	1530.25771128925
L1MB7	4945.06415888592	4679.85966186545	4325.80921507047	4751.80657904654
L1MB8	2671.53293049289	2673.73024757289	2467.55907908948	2828.20487871399
L1MC1	1796.35714469266	1798.75174681179	1786.23228267422	1822.40581948248
L1MC2	729.669787183081	676.472605151167	774.191923047661	863.244861860121
L1MC3	1345.93048720867	1365.14389662473	1293.47854952271	1409.70261845047
L1MC4	4810.25713075532	4503.5331959326	4362.76574505683	4984.11712291104
L1MC4a	1587.72722020483	1537.03447662216	1407.19094948075	1554.01674418448
L1MC5	2606.2692105249	2421.99372073795	2628.65164569671	2816.76534435703
L1MC5a	2720.74819473105	2528.45498318797	2566.10982571979	2859.00362505967
L1MC	636.588743950049	581.101057539691	519.286626475053	589.576001474293
L1MCa	559.556156446849	575.556200120419	493.701336484494	539.418043139913
L1MCb	89.8713520870657	87.6087472244954	109.921986626106	92.396239037016
L1MCc	231.097762509597	241.755783480253	225.529593250114	228.790687139278
L1MD1	1039.93993129319	1004.72816437206	872.742669677963	1005.79905923152
L1MD2	1477.52782419331	1544.79727700914	1471.62797612364	1473.06003950443
L1MD3	679.38462589627	603.280487216778	614.04695977342	658.213207616076
L1MD	830.240109756702	800.677411342856	866.109446347077	960.040921803662
L1MDa	971.466520179234	974.785934307993	915.384819662228	949.481351628003
L1MDb	57.7744406273994	47.685773805738	61.5942166439387	53.6778150595998
L1ME1	4046.35063801527	3742.7787580085	3663.43448531488	4096.23326397438
L1ME2	1843.4326148335	1698.9443132649	1622.29690606805	1826.805640389
L1ME2z	920.111461843768	887.177187083497	865.161843014093	957.401029259747
L1ME3	1182.23623876438	1087.90102566114	1125.7527595846	1238.98956727732
L1ME3A	1782.44848306014	1630.18808126593	1531.32698610162	1730.88954462677
L1ME3B	1099.8541660179	1064.6126245002	958.974572979477	1110.5147968068
L1ME3C	359.485408348263	341.563217027146	340.189596541139	390.704096499382
L1ME3Cz	1196.1449003969	1056.84982411322	1082.16300626735	1223.15021201383
L1ME3D	446.147069289362	401.447677155283	464.325633162	535.018222233388
L1ME3E	588.443376760549	563.357513798021	449.163979834261	498.059726618582
L1ME3F	659.056581971815	568.902371217293	573.300016455122	637.974031446063
L1ME3G	2208.26750842504	1797.64277532794	1723.6904626973	1952.64051831561
L1ME4a	3296.35280690773	2892.1976298922	2686.45544900871	3299.86567989343
L1ME4b	3218.25032235588	2844.51185608646	2728.14999565999	3107.15352418765
L1ME4c	1018.54199032008	934.862960889235	823.467296362812	1040.99762648371
L1ME5	268.544159212542	269.480070576612	250.16727990769	237.590328952327
L1MEa	24.6076321190775	31.0512015479224	24.6376866575755	19.3592119887081
L1MEb	202.210542195898	194.070009674515	236.900833245918	238.470293133632
L1MEc	2137.65430321378	2061.57798848528	2149.16435920697	2323.98540282628
L1MEd	2395.49949193976	2282.2633137723	2007.02385925942	2164.71188601009
L1MEf	1379.097295717	1278.64412088409	1416.66698281059	1526.73785456403
L1MEg1	55.6346465300883	56.557545676573	61.5942166439387	63.3574210539538
L1MEg2	92.0111461843768	77.628003869806	72.9654566397428	78.3168121361374
L1MEg	1314.90347279766	1218.75966075595	1202.50862955628	1326.10602122651
L1MEh	192.581468757998	222.903268254729	189.520666596735	237.590328952327
L1MEi	351.996129007674	347.108074446418	374.303316528551	436.462233927238
L1MEj	298.501276574897	239.537840512544	257.748106571559	265.749182754084
L1P1	406.560878489107	395.902819736011	416.945466512816	340.546138165002
L1P2	466.475113213817	464.659051734982	435.897533172489	417.982986119834
L1P3	451.496554532639	463.550080251127	394.202986521208	375.744705417198
L1P3b	1.06989704865554	2.21794296770874	2.84280999895102	2.63989254391474
L1P4	255.705394628675	247.300640899525	197.101493260604	257.82950512234
L1P4a	25.677529167733	26.6153156125049	42.6421499842653	35.1985672521966
L1P4b	6.41938229193326	12.1986863223981	3.79041333193469	5.27978508782949
L1P4d	11.768867535211	13.3076578062525	10.4236366628204	7.91967763174423
L1P4e	3.20969114596663	3.32691445156312	10.4236366628204	7.91967763174423
L1P5	20.3280439244553	37.7050304510486	27.4804966565265	19.3592119887081
L1P	0	0	0.947603332983673	1.75992836260983
L1PA10	1007.84301983352	1065.72159598405	1012.04035962656	1014.59870104457
L1PA11	742.508551766947	791.805639472021	765.663493050808	723.33055703264
L1PA12	259.984982823297	197.396924126078	201.839509925522	190.072263161862
L1PA13	948.998682157467	1041.32422333926	1143.75722291129	958.280993441052
L1PA14	333.80787918053	313.838929930787	413.155053180881	375.744705417198
L1PA15-16	167.97383663892	186.307209287534	161.092566607224	148.713946640531
L1PA15	766.046286837369	790.696667988167	877.480686342881	798.127512443557
L1PA16	1112.69293060177	1122.27914166062	1169.34251290185	1205.55092838773
L1PA17	421.539437170284	395.902819736011	411.259846514914	387.184239774162
L1PA2	1916.18561414208	1919.62963855192	1459.30913279486	1240.74949563993
L1PA3	3569.17655431489	3740.5608150408	3727.87151195777	3385.22220548001
L1PA4	2647.99519542247	2638.24316008955	2699.72189567048	2541.33655560859
L1PA5	2746.42572389878	2840.07597015105	3000.11215222631	2945.24011482755
L1PA6	2181.52008220865	2153.62262164519	2078.09410923319	2044.15679317132
L1PA7	2894.07151661325	2904.3963162146	2796.37743563482	2646.05229318388
L1PA8	771.395772080647	767.408266827225	833.890933025632	792.847727355728
L1PA8A	359.485408348263	338.236302575583	373.355713195567	372.224848691979
L1PB1	2238.2246257874	2257.8659411275	2290.35725582154	2306.38611920018
L1PB2	316.689526402041	311.620986963078	303.233066554775	271.908932023219
L1PB3	403.35118734314	370.39647560736	363.87967986573	337.906245621087
L1PB4	608.771420685004	550.049855991768	554.347949795449	612.45507018822
L1PB	132.667234033287	137.512463997942	144.035706613518	123.194985382688
L1PBa1	67.4035140652993	87.6087472244954	74.8606633057101	75.6769195922226
L1PBa	254.635497580019	257.281384254214	258.695709904543	234.070472227107
L1PBb	44.9356760435328	52.1216597411555	55.9085966460367	32.5586747082818
L1PREC2	934.02012347629	935.97193237309	1392.02929615302	1271.5482419856
L2-1_AMi	120.898366498076	107.570233933874	100.445953296269	101.195880850065
L2-1_Crp	0	2.21794296770874	5.68561999790204	0.879964181304914
L2-3_Crp	209.699821536487	192.961038190661	195.206286594637	192.712155705776
L2	7573.80120743259	7527.69843240348	7736.2336104787	7660.96816244058
L2a	21893.3033066384	21662.6489656113	22091.4765018484	22025.503458062
L2b	11152.6068351854	11055.3367225442	11323.8598291549	10702.1243730304
L2c	15992.8210833031	15972.5162819545	16083.6713707319	15879.8336158285
L3	5044.56458441089	4949.33973244206	4734.22625158643	4801.96453738092
L3b	1027.10116670932	1020.25376514602	968.450606309314	915.162748557111
L4_A_Mam	693.293287528792	716.395578569924	628.261009768175	636.214103083453
L4_B_Mam	388.372628661962	369.287504123506	374.303316528551	363.42520687893
L4_C_Mam	431.168510608184	375.941333026632	381.88414319242	392.464024861992
L5	50.2851612868106	47.685773805738	51.1705799811183	56.3177076035145
LOR1-int	125.177954692699	129.749663610962	114.660003291024	110.875486844419
LOR1a	59.9142347247105	54.3396027088642	69.1750433078081	76.5568837735276
LOR1b	83.4519697951324	75.4100609020973	67.2798366418408	43.9982090652457
LTR06	2.13979409731109	2.21794296770874	2.84280999895102	8.79964181304914
LTR101_Mam	50.2851612868106	74.3010894182429	66.3322333088571	71.2770986856981
LTR102_Mam	23.537735070422	36.5960589671943	18.0044633266898	20.239176170013
LTR103_Mam	32.0969114596663	27.7242870963593	26.5328933235428	33.4386388895867
LTR103b_Mam	37.446396702944	28.8332585802137	37.9041333193469	27.2788896204523
LTR104_Mam	64.1938229193326	85.3908042567866	72.0178533067591	59.8375643287342
LTR105_Mam	84.521866843788	68.756231998971	70.1226466407918	58.0776359661244
LTR106_Mam	36.3764996542885	29.942230064068	34.1137199874122	48.3980299717703
LTR107_Mam	17.1183527784887	15.5256007739612	18.9520666596735	10.559570175659
LTR108a_Mam	2.13979409731109	2.21794296770874	4.73801666491836	6.1597492691344
LTR108d_Mam	1.06989704865554	2.21794296770874	0	0.879964181304914
LTR108e_Mam	4.27958819462217	1.10897148385437	5.68561999790204	3.51985672521966
LTR109A2	2.13979409731109	1.10897148385437	0	0
LTR10A	62.0540288220215	47.685773805738	131.716863284731	115.275307750944
LTR10B1	62.0540288220215	57.6665171604273	54.0133899800693	48.3980299717703
LTR10B2	7.48927934058881	7.7628003869806	5.68561999790204	11.4395343569639
LTR10B	5.34948524327772	0	4.73801666491836	4.39982090652457
LTR10C	160.484557298332	151.929093288049	105.183969961188	124.954913745298
LTR10D	23.537735070422	24.3973726447962	32.2185133214449	34.3186030708917
LTR10E	43.8657789948773	46.5768023218836	47.3801666491836	49.2779941530752
LTR10F	43.8657789948773	32.1601730317768	63.4894233099061	73.0370270483079
LTR10G	32.0969114596663	29.942230064068	21.7948766586245	14.9593910821835
LTR12	102.710116670932	99.8074335468935	105.183969961188	107.3556301192
LTR12B	10.6989704865554	18.8525152255243	13.2664466617714	16.7193194447934
LTR12C	777.81515437258	799.568439859002	1120.0671395867	959.160957622357
LTR12D	41.7259848975662	64.3203460635536	119.398019955943	86.2364897678816
LTR12E	18.1882498271442	18.8525152255243	28.4280999895102	35.1985672521966
LTR12F	42.7958819462217	29.942230064068	40.7469433182979	33.4386388895867
LTR12_	64.1938229193326	35.4870874833399	54.960993313053	45.7581374278556
LTR13	359.485408348263	403.665620122991	397.993399853143	377.504633779808
LTR13A	123.038160595388	123.095834707835	101.393556629253	117.035236113554
LTR13_	47.0754701408439	28.8332585802137	9.47603332983673	11.4395343569639
LTR14	35.3066026056329	23.2884011609418	33.1661166544285	24.6389970765376
LTR14A	17.1183527784887	19.9614867093787	12.3188433287877	16.7193194447934
LTR14B	71.6831022599214	58.7754886442817	67.2798366418408	44.8781732465506
LTR14C	5.34948524327772	4.43588593541749	4.73801666491836	2.63989254391474
LTR15	48.1453671894995	51.0126882573011	42.6421499842653	32.5586747082818
LTR16	129.457542887321	146.384235868777	128.874053285779	146.074054096616
LTR16A1	128.387645838665	123.095834707835	134.559673283682	156.633624272275
LTR16A2	98.43052847631	109.788176901583	76.7558699716775	73.0370270483079
LTR16A	209.699821536487	218.467382319311	196.15388992762	162.793373541409
LTR16B1	59.9142347247105	68.756231998971	111.817193292073	89.7563464931013
LTR16B2	72.752999308577	68.756231998971	72.0178533067591	65.9973135978686
LTR16B	52.4249553841216	57.6665171604273	35.0613233203959	45.7581374278556
