Cobi_24_1_S54.k100.bam.T	Cobi_24_2_S55.k100.bam.T	UT_24_1_S52.k100.bam.C	UT_24_2_S53.k100.bam.C
LTR16C	369.114481786163	365.960589671943	368.617696530649	359.025385972405
LTR16D1	12.8387645838665	12.1986863223981	15.1616533277388	14.9593910821835
LTR16D2	16.0484557298332	16.6345722578156	21.7948766586245	9.67960599435406
LTR16D	39.5861908002551	45.4678308380292	49.275373315151	33.4386388895867
LTR16E1	95.2208373303434	121.986863223981	84.3366966355469	103.83577339398
LTR16E2	105.919807816899	115.333034320855	109.921986626106	100.31591666876
LTR17	99.5004255249656	149.71115032034	224.58198991713	181.272621348812
LTR18A	10.6989704865554	14.4166292901068	6.63322333088571	7.03971345043932
LTR18B	22.4678380217664	41.0319449026118	24.6376866575755	33.4386388895867
LTR18C	6.41938229193326	4.43588593541749	5.68561999790204	2.63989254391474
LTR19-int	97.3606314276545	116.442005804709	158.249756608273	157.51358845358
LTR19A	85.5917638924435	88.7177187083498	74.8606633057101	82.716633042662
LTR19B	27.8173232650441	33.2691445156312	36.0089266533796	34.3186030708917
LTR19C	7.48927934058881	3.32691445156312	10.4236366628204	10.559570175659
LTR1	5.34948524327772	5.54485741927186	14.2140499947551	4.39982090652457
LTR1A1	28.8872203136997	18.8525152255243	32.2185133214449	41.358316521331
LTR1A2	217.189100877075	202.94178154535	219.843973252212	210.311439331875
LTR1B0	1.06989704865554	4.43588593541749	3.79041333193469	0
LTR1B1	6.41938229193326	5.54485741927186	4.73801666491836	8.79964181304914
LTR1B	5.34948524327772	12.1986863223981	15.1616533277388	5.27978508782949
LTR1C1	3.20969114596663	3.32691445156312	2.84280999895102	2.63989254391474
LTR1C3	0	0	0	5.27978508782949
LTR1C	12.8387645838665	7.7628003869806	7.58082666386938	6.1597492691344
LTR1D1	28.8872203136997	26.6153156125049	29.3757033224939	21.1191403513179
LTR1D	13.9086616325221	22.1794296770874	27.4804966565265	14.9593910821835
LTR1E	23.537735070422	21.0704581932331	31.2709099884612	29.9187821643671
LTR1F1	14.9785586811776	12.1986863223981	14.2140499947551	7.03971345043932
LTR1F2	6.41938229193326	5.54485741927186	3.79041333193469	2.63989254391474
LTR1F	8.55917638924435	1.10897148385437	10.4236366628204	11.4395343569639
LTR21A	6.41938229193326	7.7628003869806	6.63322333088571	4.39982090652457
LTR21B	6.41938229193326	16.6345722578156	18.0044633266898	7.03971345043932
LTR21C	0	1.10897148385437	1.89520666596735	1.75992836260983
LTR22	10.6989704865554	8.87177187083497	4.73801666491836	3.51985672521966
LTR22A	11.768867535211	16.6345722578156	18.9520666596735	7.03971345043932
LTR22B1	9.62907343789989	13.3076578062525	13.2664466617714	9.67960599435406
LTR22B2	0	3.32691445156312	3.79041333193469	3.51985672521966
LTR22B	26.7474262163886	23.2884011609418	36.9565299863632	29.0388179830622
LTR22C0	18.1882498271442	17.7435437416699	12.3188433287877	15.8393552634885
LTR22C2	0	2.21794296770874	2.84280999895102	2.63989254391474
LTR22C	7.48927934058881	9.98074335468935	8.52842999685305	6.1597492691344
LTR22E	20.3280439244553	13.3076578062525	13.2664466617714	7.03971345043932
LTR23-int	7.48927934058881	6.65382890312623	7.58082666386938	10.559570175659
LTR23	50.2851612868106	75.4100609020973	53.0657866470857	73.0370270483079
LTR24	44.9356760435328	67.6472605151167	27.4804966565265	31.6787105269769
LTR24B	51.3550583354661	54.3396027088642	50.2229766481347	52.7978508782949
LTR24C	36.3764996542885	38.814001934903	45.4849599832163	44.8781732465506
LTR25-int	32.0969114596663	56.557545676573	52.118183314102	56.3177076035145
LTR25	20.3280439244553	24.3973726447962	14.2140499947551	20.239176170013
LTR26	17.1183527784887	27.7242870963593	28.4280999895102	25.5189612578425
LTR26B	3.20969114596663	6.65382890312623	4.73801666491836	12.3194985382688
LTR26C	37.446396702944	35.4870874833399	33.1661166544285	28.1588538017573
LTR26D	28.8872203136997	27.7242870963593	20.8472733256408	14.9593910821835
LTR26E	4.27958819462217	4.43588593541749	8.52842999685305	7.91967763174423
LTR2752	18.1882498271442	19.9614867093787	21.7948766586245	16.7193194447934
LTR27	5.34948524327772	13.3076578062525	9.47603332983673	2.63989254391474
LTR27B	19.2581468757998	14.4166292901068	15.1616533277388	9.67960599435406
LTR27C	19.2581468757998	15.5256007739612	18.0044633266898	14.9593910821835
LTR27D	4.27958819462217	7.7628003869806	1.89520666596735	6.1597492691344
LTR27E	5.34948524327772	9.98074335468935	15.1616533277388	10.559570175659
LTR28	10.6989704865554	13.3076578062525	22.7424799916081	16.7193194447934
LTR28B	16.0484557298332	22.1794296770874	34.1137199874122	27.2788896204523
LTR28C	37.446396702944	39.9229734187574	54.960993313053	51.037922515685
LTR29	56.7045435787438	83.1728612890779	53.0657866470857	51.037922515685
LTR2	143.366204519843	138.621435481796	132.664466617714	133.754555558347
LTR2B	29.9571173623552	29.942230064068	30.3233066554775	21.9991045326229
LTR2C	65.2637199679882	56.557545676573	66.3322333088571	65.9973135978686
LTR30	4.27958819462217	5.54485741927186	4.73801666491836	1.75992836260983
LTR31	13.9086616325221	19.9614867093787	17.0568599937061	18.4792478074032
LTR32	79.1723816005102	79.8459468375148	96.6555399643346	91.5162748557111
LTR33	582.023994468616	557.812656378749	553.400346462465	513.89908188207
LTR33A	108.05960191421	93.1536046437672	125.083639953845	74.7969554109177
LTR33A_	151.925380909087	168.563665545865	120.345623288926	113.515379388334
LTR33B	78.1024845518547	75.4100609020973	78.6510766376448	64.2373852352588
LTR33C	70.6132052112659	62.1024030958448	38.8517366523306	43.9982090652457
LTR34	35.3066026056329	22.1794296770874	19.8996699926571	26.3989254391474
LTR35	22.4678380217664	24.3973726447962	27.4804966565265	33.4386388895867
LTR35A	5.34948524327772	7.7628003869806	5.68561999790204	6.1597492691344
LTR35B	22.4678380217664	17.7435437416699	9.47603332983673	22.8790687139278
LTR36	43.8657789948773	23.2884011609418	38.8517366523306	34.3186030708917
LTR37-int	85.5917638924435	89.8266901922041	89.0747133004652	87.9964181304914
LTR37A	115.548881254799	119.768920256272	102.341159962237	114.395343569639
LTR37B	99.5004255249656	95.371547611476	89.0747133004652	91.5162748557111
LTR38-int	1.06989704865554	7.7628003869806	8.52842999685305	12.3194985382688
LTR38	10.6989704865554	5.54485741927186	14.2140499947551	13.1994627195737
LTR38A1	7.48927934058881	3.32691445156312	5.68561999790204	7.03971345043932
LTR38B	18.1882498271442	19.9614867093787	21.7948766586245	13.1994627195737
LTR38C	6.41938229193326	13.3076578062525	12.3188433287877	14.0794269008786
LTR39-int	7.48927934058881	3.32691445156312	3.79041333193469	5.27978508782949
LTR39	121.968263546732	139.730406965651	137.402483282633	118.795164476163
LTR3	10.6989704865554	4.43588593541749	5.68561999790204	1.75992836260983
LTR3A	53.4948524327772	53.2306312250098	49.275373315151	57.1976717848194
LTR3B	9.62907343789989	5.54485741927186	2.84280999895102	5.27978508782949
LTR3B_	13.9086616325221	21.0704581932331	19.8996699926571	20.239176170013
LTR40A1	66.3336170166437	43.2498878703205	52.118183314102	60.7175285100391
LTR40a	101.640219622277	85.3908042567866	96.6555399643346	106.475665937895
LTR40b	77.0325875031992	93.1536046437672	89.0747133004652	90.6363106744062
LTR40c	77.0325875031992	49.9037167734467	84.3366966355469	80.0767404987472
LTR41	147.645792714465	164.127779610447	173.411409936012	168.073158629239
LTR41B	103.780013719588	108.679205417728	112.764796625057	102.07584503137
LTR41C	50.2851612868106	59.8844601281361	54.0133899800693	54.5577792409047
LTR42	102.710116670932	108.679205417728	88.1271099674816	96.7960599435406
LTR43-int	5.34948524327772	8.87177187083497	7.58082666386938	6.1597492691344
LTR43	44.9356760435328	42.1409163864661	45.4849599832163	35.1985672521966
LTR43B	8.55917638924435	15.5256007739612	15.1616533277388	13.1994627195737
LTR44	14.9785586811776	27.7242870963593	17.0568599937061	18.4792478074032
LTR45	2.13979409731109	2.21794296770874	6.63322333088571	7.03971345043932
LTR45B	10.6989704865554	22.1794296770874	20.8472733256408	24.6389970765376
LTR45C	59.9142347247105	37.7050304510486	52.118183314102	47.5180657904654
LTR46-int	31.0270144110108	39.9229734187574	20.8472733256408	18.4792478074032
LTR46	40.6560878489107	24.3973726447962	33.1661166544285	22.8790687139278
LTR47A2	16.0484557298332	27.7242870963593	26.5328933235428	14.9593910821835
LTR47A	62.0540288220215	64.3203460635536	81.4938866365959	79.1967763174423
LTR47B2	13.9086616325221	25.5063441286506	20.8472733256408	14.0794269008786
LTR47B3	8.55917638924435	6.65382890312623	23.6900833245918	27.2788896204523
LTR47B4	18.1882498271442	32.1601730317768	30.3233066554775	25.5189612578425
LTR47B	11.768867535211	4.43588593541749	5.68561999790204	6.1597492691344
LTR48	70.6132052112659	87.6087472244954	67.2798366418408	76.5568837735276
LTR48B	160.484557298332	177.4354374167	108.026779960139	112.635415207029
LTR49-int	118.758572400765	150.820121804195	129.821656618763	101.195880850065
LTR49	124.108057644043	100.916405030748	137.402483282633	123.194985382688
LTR4	23.537735070422	31.0512015479224	13.2664466617714	11.4395343569639
LTR50	176.533013028165	177.4354374167	224.58198991713	181.272621348812
LTR51	42.7958819462217	45.4678308380292	32.2185133214449	35.1985672521966
LTR52-int	57.7744406273994	62.1024030958448	35.0613233203959	34.3186030708917
LTR52	82.3820727464769	93.1536046437672	80.5462833036122	71.2770986856981
LTR53-int	109.129498962865	102.025376514602	69.1750433078081	49.2779941530752
LTR53	71.6831022599214	58.7754886442817	66.3322333088571	50.1579583343801
LTR53B	6.41938229193326	6.65382890312623	6.63322333088571	5.27978508782949
LTR54	71.6831022599214	85.3908042567866	92.8651266323999	93.2762032183209
LTR54B	70.6132052112659	66.5382890312623	74.8606633057101	63.3574210539538
LTR55	25.677529167733	16.6345722578156	38.8517366523306	25.5189612578425
LTR56	123.038160595388	110.897148385437	118.450416622959	90.6363106744062
LTR57-int	165.834042541609	177.4354374167	88.1271099674816	117.915200294859
LTR57	43.8657789948773	28.8332585802137	31.2709099884612	26.3989254391474
LTR58	2.13979409731109	0	0	1.75992836260983
LTR59	8.55917638924435	11.0897148385437	10.4236366628204	10.559570175659
LTR5A	254.635497580019	268.371099092758	172.463806603028	191.832191524471
LTR5B	160.484557298332	138.621435481796	162.987773273192	129.354734651822
LTR5_Hs	348.786437861707	383.704133413613	332.608769877269	300.067785824976
LTR60	7.48927934058881	5.54485741927186	6.63322333088571	8.79964181304914
LTR60B	8.55917638924435	12.1986863223981	10.4236366628204	10.559570175659
LTR61	49.215264238155	53.2306312250098	54.960993313053	62.4774568726489
LTR62	34.2367055569774	46.5768023218836	30.3233066554775	33.4386388895867
LTR64	46.0055730921884	54.3396027088642	40.7469433182979	54.5577792409047
LTR65	62.0540288220215	59.8844601281361	61.5942166439387	54.5577792409047
LTR66	24.6076321190775	27.7242870963593	23.6900833245918	20.239176170013
LTR67B	228.957968412286	241.755783480253	261.538519903494	246.389970765376
LTR68	8.55917638924435	16.6345722578156	3.79041333193469	14.0794269008786
LTR69	5.34948524327772	9.98074335468935	11.3712399958041	12.3194985382688
LTR6A	73.8228963572325	92.0446331599129	71.0702499737755	67.7572419604784
LTR6B	24.6076321190775	29.942230064068	27.4804966565265	33.4386388895867
LTR70	31.0270144110108	14.4166292901068	18.0044633266898	14.0794269008786
LTR71A	20.3280439244553	12.1986863223981	21.7948766586245	17.5992836260983
LTR71B	16.0484557298332	29.942230064068	36.0089266533796	23.7590328952327
LTR72	9.62907343789989	12.1986863223981	18.0044633266898	21.1191403513179
LTR72B	10.6989704865554	5.54485741927186	9.47603332983673	5.27978508782949
LTR73	27.8173232650441	17.7435437416699	22.7424799916081	27.2788896204523
LTR75	70.6132052112659	73.1921179343885	61.5942166439387	65.1173494165637
LTR75B	5.34948524327772	9.98074335468935	6.63322333088571	6.1597492691344
LTR75_1	17.1183527784887	8.87177187083497	11.3712399958041	12.3194985382688
LTR76	182.952395320098	206.268695996913	165.830583272143	193.592119887081
LTR77	9.62907343789989	3.32691445156312	5.68561999790204	7.03971345043932
LTR78	261.054879871953	269.480070576612	289.01901656002	258.709469303645
LTR78B	147.645792714465	168.563665545865	171.516203270045	169.833086991848
LTR79	197.930954001276	236.210926060981	251.114883240673	281.588538017573
LTR7	241.796732996153	258.390355738069	935.284489654885	1044.51748320893
LTR7A	0	0	0	1.75992836260983
LTR7B	117.68867535211	129.749663610962	139.2976899486	101.195880850065
LTR7C	43.8657789948773	38.814001934903	40.7469433182979	58.0776359661244
LTR7Y	830.240109756702	944.843704243925	3716.50027196196	3807.60501250636
LTR80A	17.1183527784887	15.5256007739612	18.0044633266898	22.8790687139278
LTR80B	25.677529167733	13.3076578062525	12.3188433287877	11.4395343569639
LTR81	12.8387645838665	7.7628003869806	12.3188433287877	8.79964181304914
LTR81A	35.3066026056329	29.942230064068	25.5852899905592	35.1985672521966
LTR81AB	5.34948524327772	9.98074335468935	6.63322333088571	7.91967763174423
LTR81B	37.446396702944	45.4678308380292	44.5373566502326	49.2779941530752
LTR81C	22.4678380217664	14.4166292901068	22.7424799916081	19.3592119887081
LTR82A	48.1453671894995	59.8844601281361	78.6510766376448	74.7969554109177
LTR82B	298.501276574897	342.672188511001	291.861826558971	285.108394742792
LTR83	44.9356760435328	43.2498878703205	42.6421499842653	42.2382807026359
LTR84a	62.0540288220215	60.9934316119904	53.0657866470857	41.358316521331
LTR84b	75.9626904545436	75.4100609020973	64.4370266428897	76.5568837735276
LTR85a	100.570322573621	64.3203460635536	72.0178533067591	64.2373852352588
LTR85b	46.0055730921884	56.557545676573	49.275373315151	58.9576001474293
LTR85c	52.4249553841216	51.0126882573011	44.5373566502326	61.597492691344
LTR86A1	79.1723816005102	75.4100609020973	91.9175232994163	72.157062867003
LTR86A2	11.768867535211	12.1986863223981	28.4280999895102	29.0388179830622
LTR86B1	13.9086616325221	17.7435437416699	23.6900833245918	12.3194985382688
LTR86B2	8.55917638924435	6.65382890312623	11.3712399958041	11.4395343569639
LTR86C	9.62907343789989	12.1986863223981	13.2664466617714	14.0794269008786
LTR87	140.156513373876	140.839378449505	154.459343276339	134.634519739652
LTR88a	36.3764996542885	60.9934316119904	27.4804966565265	34.3186030708917
LTR88b	68.4734111139548	54.3396027088642	64.4370266428897	61.597492691344
LTR88c	29.9571173623552	25.5063441286506	38.8517366523306	24.6389970765376
LTR89	85.5917638924435	85.3908042567866	80.5462833036122	63.3574210539538
LTR8	455.776142727262	445.806536509457	467.168443160951	443.501947377677
LTR8A	184.022292368754	201.832810061496	194.258683261653	174.232907898373
LTR8B	159.414660249676	157.473950707321	163.935376606175	141.674233190091
LTR90A	21.3979409731109	23.2884011609418	28.4280999895102	29.9187821643671
LTR90B	21.3979409731109	22.1794296770874	25.5852899905592	23.7590328952327
LTR91	10.6989704865554	17.7435437416699	3.79041333193469	4.39982090652457
LTR9	46.0055730921884	42.1409163864661	46.4325633162	44.8781732465506
LTR9A1	31.0270144110108	39.9229734187574	40.7469433182979	47.5180657904654
LTR9B	69.5433081626103	65.4293175474079	91.9175232994163	91.5162748557111
LTR9C	4.27958819462217	6.65382890312623	9.47603332983673	12.3194985382688
LTR9D	70.6132052112659	76.5190323859516	72.0178533067591	59.8375643287342
Looper	118.758572400765	112.006119869292	93.8127299653836	124.954913745298
MADE1	233.237556606909	246.191669415671	211.315543255359	223.510902051448
MADE2	141.226410422532	115.333034320855	129.821656618763	137.274412283567
MARNA	340.227261472463	389.248990832884	292.809429891955	370.464920329369
MER101-int	277.103335601786	249.518583867234	221.739179918179	246.389970765376
MER101	31.0270144110108	38.814001934903	18.0044633266898	26.3989254391474
MER101B	9.62907343789989	8.87177187083497	9.47603332983673	14.0794269008786
MER102a	320.969114596663	311.620986963078	320.289926548481	293.908036555841
MER102b	448.286863386673	453.569336896438	439.687946504424	446.141839921592
MER102c	312.409938207419	354.870874833399	306.075876553726	348.465815796746
MER103C	685.804008188204	698.652034828254	692.698036411065	702.211416681322
MER104	240.726835947497	201.832810061496	182.887443265849	241.990149858851
MER105	126.247851741354	105.352290966165	159.197359941257	140.794269008786
MER106A	58.8443376760549	54.3396027088642	65.3846299758734	73.0370270483079
MER106B	65.2637199679882	73.1921179343885	68.2274399748244	58.0776359661244
MER107	55.6346465300883	70.9741749666798	58.7514066449877	47.5180657904654
MER110-int	35.3066026056329	29.942230064068	26.5328933235428	29.0388179830622
MER110	63.1239258706771	58.7754886442817	30.3233066554775	36.0785314335015
MER110A	29.9571173623552	25.5063441286506	40.7469433182979	36.9584956148064
MER112	447.216966338017	383.704133413613	396.098193187175	425.902663751579
MER113	267.474262163886	303.858186576098	284.280999895102	288.628251468012
MER113A	164.764145492954	147.493207352631	144.035706613518	148.713946640531
MER113B	36.3764996542885	32.1601730317768	24.6376866575755	41.358316521331
MER115	173.323321882198	179.653380384408	171.516203270045	165.433266085324
MER117	278.173232650441	309.40304399537	312.709099884612	279.828609654963
MER119	187.23198351472	216.249439351602	160.144963274241	192.712155705776
MER11A	189.371777612031	224.012239738583	203.73471659149	200.63183333752
MER11B	184.022292368754	161.909836642738	219.843973252212	178.632728804898
MER11C	294.221688380275	277.242870963593	265.328933235428	266.629146935389
MER11D	44.9356760435328	32.1601730317768	34.1137199874122	31.6787105269769
MER121	26.7474262163886	28.8332585802137	19.8996699926571	20.239176170013
MER121B	2.13979409731109	3.32691445156312	0.947603332983673	2.63989254391474
MER125	12.8387645838665	5.54485741927186	2.84280999895102	8.79964181304914
MER126	14.9785586811776	17.7435437416699	21.7948766586245	22.8790687139278
MER127	5.34948524327772	2.21794296770874	7.58082666386938	2.63989254391474
MER130	8.55917638924435	11.0897148385437	4.73801666491836	7.91967763174423
MER132	3.20969114596663	0	0	0.879964181304914
MER135	35.3066026056329	44.3588593541749	25.5852899905592	24.6389970765376
MER1A	433.308304705495	535.633226701662	543.924313132628	461.101231003775
MER1B	698.64277277207	668.709804764186	745.76382305815	637.974031446063
MER20	1850.92189417409	1880.81563661701	1988.07179259975	1870.80384945425
MER20B	396.931805051207	382.595161929758	354.403646535894	402.143630856346
MER21-int	157.274866152365	197.396924126078	114.660003291024	108.235594300504
MER21A	380.883349321374	403.665620122991	428.31670650862	391.584060680687
MER21B	561.69595054416	565.57545676573	561.928776459318	591.335929836902
MER21C	895.50382972469	916.010445663711	932.441679655934	860.604969316206
MER2	1584.51752905886	1365.14389662473	1465.94235612574	1645.53301904019
MER2B	146.575895665809	158.582922191175	149.72132661142	165.433266085324
MER30	570.255126933405	574.447228636565	568.561999790204	605.415356737781
MER30B	20.3280439244553	22.1794296770874	22.7424799916081	25.5189612578425
MER31-int	132.667234033287	151.929093288049	109.921986626106	151.353839184445
MER31A	164.764145492954	160.800865158884	134.559673283682	144.314125734006
MER31B	131.597336984632	121.986863223981	177.201823267947	169.833086991848
MER33	1000.35374049293	1003.61919288821	1045.20647628099	1098.19529826853
MER34-int	31.0270144110108	29.942230064068	28.4280999895102	33.4386388895867
MER34	182.952395320098	200.723838577641	152.564136610371	174.232907898373
MER34A1	105.919807816899	99.8074335468935	101.393556629253	93.2762032183209
MER34A	94.1509402816879	99.8074335468935	120.345623288926	106.475665937895
MER34B-int	128.387645838665	121.986863223981	83.3890933025632	118.795164476163
MER34B	54.5647494814327	53.2306312250098	52.118183314102	64.2373852352588
MER34C2	102.710116670932	92.0446331599129	71.0702499737755	80.0767404987472
MER34C	4.27958819462217	3.32691445156312	2.84280999895102	14.9593910821835
MER34C_	70.6132052112659	56.557545676573	57.803803312004	59.8375643287342
MER34D	21.3979409731109	8.87177187083497	23.6900833245918	14.9593910821835
MER39	247.146218239431	269.480070576612	228.372403249065	246.389970765376
MER39B	120.898366498076	130.858635094816	135.507276616665	103.83577339398
MER3	1108.41334240714	1135.58679946688	1076.47738626945	1110.5147968068
MER4-int	329.528290985907	265.044184641195	264.381329902445	291.268144011927
MER41-int	364.83489359154	348.217045930273	228.372403249065	249.909827490596
MER41A	308.130350012797	318.274815866205	236.900833245918	254.30964839712
MER41B	327.388496888596	351.543960381836	227.424799916081	220.871009507534
MER41C	43.8657789948773	35.4870874833399	32.2185133214449	33.4386388895867
MER41D	55.6346465300883	68.756231998971	49.275373315151	61.597492691344
MER41E	27.8173232650441	36.5960589671943	34.1137199874122	22.8790687139278
MER41G	16.0484557298332	27.7242870963593	20.8472733256408	23.7590328952327
MER44A	274.963541504475	285.005671350574	264.381329902445	274.548824567133
MER44B	210.769718585142	252.845498318797	279.542983230183	257.82950512234
MER44C	148.715689763121	126.422749159398	135.507276616665	153.99373172836
MER44D	69.5433081626103	67.6472605151167	87.1795066344979	81.836668861357
MER45A	182.952395320098	181.871323352117	166.778186605126	146.074054096616
MER45B	75.9626904545436	96.4805190953304	65.3846299758734	67.7572419604784
MER45C	77.0325875031992	69.8652034828254	72.9654566397428	73.9169912296128
MER45R	12.8387645838665	16.6345722578156	22.7424799916081	18.4792478074032
MER46C	432.23840765684	464.659051734982	424.526293176685	451.421625009421
MER47A	338.087467375152	301.640243608389	317.44711654953	352.865636703271
MER47B	73.8228963572325	55.4485741927186	52.118183314102	52.7978508782949
MER47C	60.984131773366	60.9934316119904	47.3801666491836	69.5171703230882
MER48	12.8387645838665	9.98074335468935	18.0044633266898	9.67960599435406
MER49	254.635497580019	229.557097157855	223.634386584147	199.751869156216
MER4A1	221.468689071698	238.42886902869	275.752569898249	248.149899127986
MER4A1_	37.446396702944	32.1601730317768	26.5328933235428	40.4783523400261
MER4A	109.129498962865	138.621435481796	162.040169940208	123.194985382688
MER4B-int	112.339190108832	98.6984620630391	117.502813289975	113.515379388334
MER4B	125.177954692699	147.493207352631	144.035706613518	123.194985382688
MER4C	75.9626904545436	75.4100609020973	54.960993313053	54.5577792409047
MER4CL34	71.6831022599214	72.0831464505342	55.9085966460367	67.7572419604784
MER4D0	29.9571173623552	49.9037167734467	36.9565299863632	46.6381016091605
MER4D1	156.204969103709	172.999551481282	162.040169940208	139.034340646176
MER4D	119.828469449421	106.46126245002	111.817193292073	98.5559883061504
MER4E1	155.135072055054	145.275264384923	120.345623288926	115.275307750944
MER4E	81.3121756978213	99.8074335468935	78.6510766376448	82.716633042662
MER50-int	67.4035140652993	53.2306312250098	52.118183314102	54.5577792409047
MER50	201.140645147242	206.268695996913	179.097029933914	161.033445178799
MER50B	56.7045435787438	56.557545676573	46.4325633162	51.037922515685
MER50C	8.55917638924435	8.87177187083497	9.47603332983673	5.27978508782949
MER51-int	54.5647494814327	45.4678308380292	53.0657866470857	77.4368479548325
MER51A	105.919807816899	121.986863223981	108.026779960139	129.354734651822
MER51B	82.3820727464769	87.6087472244954	72.0178533067591	71.2770986856981
MER51C	32.0969114596663	37.7050304510486	49.275373315151	32.5586747082818
MER51D	8.55917638924435	14.4166292901068	10.4236366628204	8.79964181304914
MER51E	11.768867535211	21.0704581932331	10.4236366628204	12.3194985382688
MER52-int	13.9086616325221	6.65382890312623	9.47603332983673	8.79964181304914
MER52A	211.839615633798	248.409612383379	281.438189896151	227.910722957973
MER52C	32.0969114596663	42.1409163864661	50.2229766481347	54.5577792409047
MER52D	36.3764996542885	49.9037167734467	60.6466133109551	51.037922515685
MER53	294.221688380275	299.42230064068	258.695709904543	271.028967841914
MER54A	96.2907343789989	92.0446331599129	98.550746630302	122.315021201383
MER54B	23.537735070422	23.2884011609418	26.5328933235428	24.6389970765376
MER57-int	149.785586811776	145.275264384923	161.092566607224	190.072263161862
MER57A-int	124.108057644043	105.352290966165	115.607606624008	107.3556301192
MER57A1	58.8443376760549	66.5382890312623	76.7558699716775	81.836668861357
MER57B1	54.5647494814327	69.8652034828254	68.2274399748244	59.8375643287342
MER57B2	47.0754701408439	44.3588593541749	54.960993313053	60.7175285100391
MER57C1	4.27958819462217	7.7628003869806	10.4236366628204	7.03971345043932
MER57C2	12.8387645838665	21.0704581932331	18.9520666596735	19.3592119887081
MER57D	19.2581468757998	24.3973726447962	38.8517366523306	33.4386388895867
MER57E1	46.0055730921884	45.4678308380292	40.7469433182979	37.8384597961113
MER57E2	1.06989704865554	4.43588593541749	8.52842999685305	7.91967763174423
MER57E3	49.215264238155	33.2691445156312	39.7993399853143	29.0388179830622
MER57F	18.1882498271442	23.2884011609418	24.6376866575755	24.6389970765376
MER58A	1238.94078234312	1401.73995559193	1381.60565949019	1390.34340646176
MER58B	786.374330761825	777.389010181915	766.611096383791	873.80443203578
MER58C	273.893644455819	265.044184641195	281.438189896151	294.788000737146
MER58D	112.339190108832	110.897148385437	118.450416622959	129.354734651822
MER5A1	1033.52054900126	1054.63188114551	1105.85308959195	1062.11676683503
MER5A	2820.24862025601	2834.53111273177	2732.88801232491	2687.41060970521
MER5B	1761.05054208702	1940.70009674515	1861.09294597993	1843.5249598338
MER5C1	56.7045435787438	58.7754886442817	75.8082666386938	63.3574210539538
MER5C	80.2422786491658	86.499775740641	104.236366628204	124.074949563993
MER61-int	157.274866152365	157.473950707321	141.192896614567	162.793373541409
MER61A	32.0969114596663	56.557545676573	73.9130599727265	59.8375643287342
MER61B	20.3280439244553	29.942230064068	20.8472733256408	14.0794269008786
MER61C	9.62907343789989	12.1986863223981	9.47603332983673	14.0794269008786
MER61D	20.3280439244553	17.7435437416699	23.6900833245918	17.5992836260983
MER61E	16.0484557298332	15.5256007739612	31.2709099884612	24.6389970765376
MER61F	9.62907343789989	9.98074335468935	8.52842999685305	3.51985672521966
MER63A	188.301880563376	198.505895609933	178.14942660093	143.434161552701
MER63B	189.371777612031	192.961038190661	159.197359941257	153.113767547055
MER63C	89.8713520870657	87.6087472244954	89.0747133004652	82.716633042662
MER63D	127.31774879001	114.224062837	65.3846299758734	76.5568837735276
MER65-int	133.737131081943	121.986863223981	90.0223166334489	106.475665937895
MER65A	138.016719276565	138.621435481796	136.454879949649	117.035236113554
MER65B	13.9086616325221	17.7435437416699	9.47603332983673	8.79964181304914
MER65C	69.5433081626103	59.8844601281361	49.275373315151	42.2382807026359
MER65D	33.1668085083219	45.4678308380292	28.4280999895102	41.358316521331
MER66-int	54.5647494814327	47.685773805738	51.1705799811183	47.5180657904654
MER66A	33.1668085083219	42.1409163864661	38.8517366523306	26.3989254391474
MER66B	147.645792714465	125.313777675544	170.568599937061	153.113767547055
MER66C	53.4948524327772	45.4678308380292	46.4325633162	35.1985672521966
MER66D	10.6989704865554	14.4166292901068	12.3188433287877	15.8393552634885
MER67A	57.7744406273994	36.5960589671943	43.5897533172489	58.9576001474293
MER67B	108.05960191421	106.46126245002	88.1271099674816	80.0767404987472
MER67C	182.952395320098	200.723838577641	102.341159962237	129.354734651822
MER67D	19.2581468757998	14.4166292901068	24.6376866575755	31.6787105269769
MER68-int	36.3764996542885	37.7050304510486	43.5897533172489	47.5180657904654
MER68	328.458393937252	339.345274059438	444.425963169343	432.942377202018
MER68B	79.1723816005102	89.8266901922041	107.079176627155	90.6363106744062
MER68C	2.13979409731109	3.32691445156312	9.47603332983673	5.27978508782949
MER6	156.204969103709	175.217494448991	149.72132661142	137.274412283567
MER6A	118.758572400765	121.986863223981	113.712399958041	119.675128657468
MER6B	44.9356760435328	60.9934316119904	61.5942166439387	63.3574210539538
MER6C	5.34948524327772	5.54485741927186	11.3712399958041	7.91967763174423
MER70-int	48.1453671894995	68.756231998971	62.5418199769224	56.3177076035145
MER70A	20.3280439244553	25.5063441286506	25.5852899905592	21.1191403513179
MER70B	12.8387645838665	12.1986863223981	15.1616533277388	15.8393552634885
MER70C	11.768867535211	12.1986863223981	5.68561999790204	11.4395343569639
MER72	48.1453671894995	52.1216597411555	64.4370266428897	74.7969554109177
MER72B	6.41938229193326	9.98074335468935	10.4236366628204	7.91967763174423
MER73	19.2581468757998	21.0704581932331	23.6900833245918	17.5992836260983
MER74A	131.597336984632	156.364979223466	144.983309946502	123.194985382688
MER74B	120.898366498076	114.224062837	126.978846619812	110.875486844419
